42;const;0,0038;0,0186;0,004;0,0014;0,003;
43;const;0,0039;0,0014;0,0086;0,0014;0,0031;
44;const;0,004;0,001;0,0041;0,0014;0,0033;
45;const;0,0039;0,0012;0,0122;0,0015;0,0166;
46;const;0,0037;0,0011;0,0066;0,0012;0,0034;
47;const;0,0043;0,0013;0,0043;0,0016;0,0037;
48;const;0,0045;0,0045;0,0186;0,0016;0,0037;
49;const;0,0045;0,0013;0,0254;0,0164;0,0038;
50;const;0,0063;0,0018;0,0054;0,0025;0,0188;
51;const;0,0049;0,0012;0,0047;0,0016;0,0042;
52;const;0,0252;0,0014;0,0082;0,0017;0,0043;
53;const;0,0075;0,0014;0,0096;0,0021;0,0063;
54;const;0,0248;0,001;0,0038;0,0168;0,0044;
55;const;0,0054;0,001;0,005;0,0018;0,0047;
56;const;0,0052;0,0034;0,0038;0,0017;0,0047;
57;const;0,0051;0,001;0,0072;0,0016;0,0048;
58;const;0,006;0,0015;0,0236;0,0018;0,025;
59;const;0,0059;0,0014;0,0106;0,0017;0,0052;
60;const;0,0057;0,0013;0,0041;0,0017;0,0053;
61;const;0,0088;0,0048;0,0042;0,0017;0,0055;
62;const;0,0061;0,001;0,0075;0,0016;0,0056;
63;const;0,0067;0,0015;0,0102;0,002;0,0061;
64;const;0,0065;0,0011;0,008;0,0023;0,006;
65;const;0,0062;0,001;0,0074;0,0154;0,0059;
66;const;0,0064;0,001;0,0076;0,002;0,0063;
67;const;0,0065;0,0008;0,0066;0,002;0,0064;
68;const;0,0067;0,001;0,0094;0,0021;0,0067;
69;const;0,0077;0,0012;0,0101;0,0024;0,0069;
70;const;0,0072;0,0011;0,0217;0,0021;0,0069;
71;const;0,0079;0,0013;0,0236;0,0023;0,0071;
72;const;0,0075;0,0012;0,0212;0,0021;0,0072;
73;const;0,0076;0,0011;0,0215;0,002;0,0214;
74;const;0,0083;0,0013;0,0091;0,0023;0,0076;
75;const;0,0086;0,0012;0,0095;0,0024;0,0082;
76;const;0,0089;0,0162;0,0121;0,0025;0,0081;
77;const;0,0224;0,0016;0,009;0,0023;0,0082;
78;const;0,0086;0,0009;0,022;0,0022;0,023;
79;const;0,0088;0,0012;0,0081;0,0022;0,0087;
80;const;0,009;0,004;0,0051;0,0025;0,0089;
81;const;0,0092;0,0041;0,0053;0,0023;0,0091;
82;const;0,0101;0,005;0,0065;0,0026;0,0095;
83;const;0,0099;0,0014;0,0096;0,0024;0,0097;
84;const;0,0103;0,0012;0,0097;0,0025;0,0097;
85;const;0,01;0,001;0,0118;0,0035;0,0142;
86;const;0,0153;0,0054;0,0093;0,0037;0,0146;
87;const;0,0107;0,0046;0,0058;0,0025;0,0103;
88;const;0,0116;0,004;0,0074;0,0028;0,0108;
89;const;0,0114;0,0046;0,0063;0,0027;0,0108;
90;const;0,0139;0,0042;0,0063;0,0025;0,0111;
91;const;0,0117;0,0012;0,0088;0,0025;0,0113;
92;const;0,0116;0,0012;0,0092;0,0025;0,0114;
93;const;0,0118;0,0013;0,0097;0,0026;0,0116;
94;const;0,0121;0,0043;0,006;0,0024;0,012;
95;const;0,0123;0,0011;0,0076;0,0025;0,0121;
96;const;0,0127;0,0035;0,0063;0,003;0,0125;
97;const;0,0128;0,0012;0,0092;0,0028;0,0126;
98;const;0,0131;0,0012;0,0099;0,0028;0,0128;
99;const;0,0131;0,004;0,0066;0,0028;0,0131;
100;const;0,0134;0,0013;0,0099;0,0028;0,0134;
