1;random;2,4435;0,0008;0,0004;0,0004;0,0003;
2;random;0,0028;0,0101;0,0008;0,0003;0,0004;
3;random;0,0016;0,0007;0,0007;0,0004;0,0004;
4;random;0,0006;0,0008;0,0007;0,0004;0,0003;
5;random;0,0007;0,0008;0,0007;0,0004;0,0003;
6;random;0,0007;0,0008;0,0008;0,0004;0,0004;
7;random;0,0016;0,001;0,0011;0,0006;0,0005;
8;random;0,0016;0,0011;0,0012;0,0007;0,0006;
9;random;0,0016;0,0011;0,0014;0,0008;0,0007;
10;random;0,0017;0,0012;0,0015;0,0009;0,0007;
11;random;0,0019;0,0011;0,0017;0,0009;0,0009;
12;random;0,0019;0,0012;0,0018;0,001;0,0009;
13;random;0,002;0,0054;0,002;0,001;0,001;
14;random;0,0014;0,001;0,0015;0,0011;0,0008;
15;random;0,0015;0,0011;0,0015;0,001;0,0009;
16;random;0,0015;0,001;0,0016;0,0011;0,0009;
17;random;0,0026;0,0012;0,0017;0,0011;0,001;
18;random;0,0018;0,0011;0,0018;0,0012;0,0013;
19;random;0,0018;0,001;0,0018;0,0013;0,0013;
20;random;0,0021;0,0011;0,0019;0,0014;0,0014;
21;random;0,0022;0,001;0,0019;0,0013;0,0014;
22;random;0,0024;0,0011;0,0051;0,0014;0,0016;
23;random;0,0026;0,0012;0,0021;0,0015;0,0014;
24;random;0,0026;0,0012;0,0021;0,0016;0,0016;
25;random;0,0032;0,0041;0,0023;0,0016;0,0018;
26;random;0,0029;0,0012;0,0024;0,0018;0,0019;
27;random;0,0034;0,0012;0,0075;0,0018;0,002;
28;random;0,0034;0,0013;0,0026;0,0018;0,0022;
29;random;0,0036;0,0013;0,0057;0,0019;0,0022;
30;random;0,0039;0,0014;0,0029;0,002;0,0023;
31;random;0,0037;0,0012;0,006;0,0019;0,0025;
32;random;0,0042;0,0014;0,003;0,0021;0,0024;
33;random;0,0045;0,0013;0,0059;0,0022;0,0026;
34;random;0,0048;0,0013;0,0031;0,0022;0,0028;
35;random;0,005;0,0013;0,0061;0,0021;0,003;
36;random;0,0049;0,0013;0,0034;0,0023;0,0031;
37;random;0,0049;0,0014;0,0064;0,0025;0,0032;
38;random;0,0057;0,0014;0,0037;0,0025;0,0033;
39;random;0,006;0,0039;0,0037;0,0026;0,0035;
40;random;0,0059;0,0014;0,0058;0,0027;0,0037;
41;random;0,0061;0,0014;0,0038;0,0027;0,0039;
42;random;0,007;0,0014;0,0081;0,0028;0,0039;
43;random;0,007;0,0015;0,004;0,0029;0,0041;
44;random;0,0073;0,0015;0,0042;0,0031;0,0042;
45;random;0,0075;0,0015;0,0072;0,003;0,0044;
46;random;0,0077;0,0018;0,0071;0,003;0,0044;
47;random;0,0074;0,0017;0,0043;0,0031;0,0046;
48;random;0,0081;0,0016;0,0072;0,0035;0,0047;
49;random;0,0087;0,0017;0,0081;0,0034;0,0049;
50;random;0,0089;0,0016;0,0048;0,0033;0,0052;
51;random;0,0093;0,0042;0,005;0,0034;0,0051;
52;random;0,0096;0,0017;0,0071;0,0035;0,0053;
53;random;0,0093;0,0017;0,0091;0,0036;0,0056;
54;random;0,01;0,0017;0,0084;0,0037;0,0058;
55;random;0,0097;0,0018;0,0054;0,0038;0,0058;
56;random;0,0107;0,0041;0,0054;0,0038;0,0061;
57;random;0,0106;0,0018;0,0084;0,0039;0,0065;
58;random;0,0117;0,0018;0,0085;0,0038;0,0065;
59;random;0,0119;0,0019;0,0086;0,0041;0,0065;
60;random;0,0121;0,0017;0,0086;0,0045;0,0071;
61;random;0,0128;0,0018;0,006;0,0043;0,0072;
62;random;0,0124;0,0037;0,0058;0,0043;0,0072;
63;random;0,0128;0,002;0,0061;0,0046;0,0071;
64;random;0,0128;0,0043;0,0061;0,0045;0,0074;
65;random;0,0137;0,0017;0,0091;0,0045;0,0077;
66;random;0,014;0,0019;0,0095;0,0043;0,0081;
67;random;0,0145;0,0019;0,0095;0,0048;0,0081;
68;random;0,0145;0,002;0,0097;0,005;0,0086;
69;random;0,0153;0,002;0,01;0,0047;0,0086;
70;random;0,0158;0,0019;0,0092;0,0047;0,0089;
71;random;0,016;0,0058;0,0073;0,0051;0,0091;
72;random;0,0166;0,0045;0,0074;0,005;0,0095;
73;random;0,0169;0,0049;0,0074;0,0052;0,0096;
74;random;0,0172;0,0047;0,0075;0,0055;0,0098;
75;random;0,0174;0,0048;0,0078;0,0054;0,0099;
76;random;0,0179;0,0049;0,0075;0,0055;0,0101;
77;random;0,0181;0,0048;0,0075;0,0057;0,0105;
78;random;0,0182;0,0024;0,0111;0,0052;0,0107;
79;random;0,0195;0,0021;0,0107;0,0054;0,0108;
80;random;0,0191;0,002;0,011;0,0056;0,011;
81;random;0,0192;0,0046;0,0082;0,0056;0,0111;
82;random;0,0202;0,0049;0,0084;0,0056;0,0116;
83;random;0,0209;0,005;0,0084;0,0059;0,0119;
84;random;0,021;0,0046;0,0086;0,0058;0,0127;
85;random;0,0216;0,0023;0,0127;0,0058;0,0126;
86;random;0,0222;0,0044;0,0088;0,006;0,0127;
87;random;0,0231;0,0052;0,0092;0,0062;0,0128;
88;random;0,024;0,0047;0,0092;0,0064;0,0128;
89;random;0,023;0,0051;0,0093;0,0061;0,0133;
90;random;0,0251;0,0022;0,0118;0,0062;0,0138;
91;random;0,025;0,0022;0,0135;0,0066;0,0137;
92;random;0,0246;0,0021;0,0126;0,0067;0,0142;
93;random;0,025;0,0051;0,0097;0,0064;0,0139;
94;random;0,0264;0,0023;0,0121;0,0066;0,0145;
95;random;0,0268;0,0022;0,0128;0,0066;0,0149;
96;random;0,028;0,0054;0,0097;0,0064;0,0151;
97;random;0,0272;0,0027;0,0176;0,0077;0,0161;
98;random;0,0277;0,0052;0,0144;0,0078;0,0161;
99;random;0,0289;0,0026;0,0151;0,0074;0,0162;
100;random;0,0297;0,0025;0,0141;0,0069;0,0313;
